"Code_Number","Aid_Year","Auto_Code_Clearing_Logic","Documents_Required","Additional_Notification_Message","Future_Auto_Clear"
"071","2014-2015","return true;","","",""
"072","2014-2015","return true;","","",""
"073","2014-2015","return true;","","",""
"074","2014-2015","return true;","","",""
"075","2014-2015","return true;","","",""
"076","2014-2015","return true;","","",""
"077","2014-2015","return true;","","",""
"078","2014-2015","return true;","","",""
"079","2014-2015","return true;","","",""
"080","2014-2015","return true;","","",""
"081","2014-2015","return true;","","",""
"082","2014-2015","return true;","","",""
"083","2014-2015","return true;","","",""
"084","2014-2015","return true;","","",""
"085","2014-2015","return true;","","",""
"086","2014-2015","return true;","","",""
"087","2014-2015","return true;","","",""
"088","2014-2015","return true;","","",""
"089","2014-2015","return true;","","",""
"090","2014-2015","return true;","","",""
"091","2014-2015","return true;","","",""
"092","2014-2015","return true;","","",""
"093","2014-2015","return true;","","",""
"094","2014-2015","return true;","","",""
"095","2014-2015","return true;","","",""
"096","2014-2015","return true;","","",""
"097","2014-2015","return true;","","",""
"098","2014-2015","return true;","","",""
"099","2014-2015","return true;","","",""
"100","2014-2015","return true;","","",""
"101","2014-2015","return true;","","",""
"102","2014-2015","return true;","","",""
"103","2014-2015","return true;","","",""
"104","2014-2015","return true;","","",""
"105","2014-2015","return true;","","",""
"106","2014-2015","return true;","","",""
"107","2014-2015","return true;","","",""
"108","2014-2015","return true;","","",""
"109","2014-2015","return true;","","",""
"110","2014-2015","return true;","","",""
"111","2014-2015","return true;","","",""
"112","2014-2015","return true;","","",""
"113","2014-2015","return true;","","",""
"114","2014-2015","return true;","","",""
"115","2014-2015","return true;","","",""
"116","2014-2015","return true;","","",""
"117","2014-2015","return true;","","",""
"118","2014-2015","return true;","","",""
"119","2014-2015","return true;","","",""
"120","2014-2015","return true;","","",""
"121","2014-2015","return true;","","",""
"122","2014-2015","return true;","","",""
"123","2014-2015","return true;","","",""
"124","2014-2015","return true;","","",""
"125","2014-2015","return true;","","",""
"126","2014-2015","return true;","","",""
"127","2014-2015","return true;","","",""
"128","2014-2015","return true;","","",""
"129","2014-2015","return true;","","",""
"130","2014-2015","return true;","","",""
"131","2014-2015","return true;","","",""
"132","2014-2015","return true;","","",""
"133","2014-2015","return true;","","",""
"134","2014-2015","return true;","","",""
"135","2014-2015","return true;","","",""
"136","2014-2015","return true;","","",""
"137","2014-2015","return true;","","",""
"138","2014-2015","return true;","","",""
"139","2014-2015","return true;","","",""
"140","2014-2015","return true;","","",""
"141","2014-2015","return true;","","",""
"142","2014-2015","return true;","","",""
"143","2014-2015","return true;","","",""
"144","2014-2015","return true;","","",""
"145","2014-2015","return true;","","",""
"146","2014-2015","return true;","","",""
"148","2014-2015","return true;","","",""
"149","2014-2015","return true;","","",""
"150","2014-2015","return true;","","",""
"151","2014-2015","return true;","","",""
"152","2014-2015","return true;","","",""
"153","2014-2015","return true;","","",""
"154","2014-2015","return true;","","",""
"155","2014-2015","return true;","","",""
"156","2014-2015","return true;","","",""
"157","2014-2015","return true;","","",""
"158","2014-2015","return true;","","",""
"159","2014-2015","return true;","","",""
"160","2014-2015","return true;","","",""
"161","2014-2015","return true;","","",""
"162","2014-2015","return true;","","",""
"163","2014-2015","return true;","","",""
"164","2014-2015","return true;","","",""
"168","2014-2015","return true;","","",""
"169","2014-2015","return true;","","",""
"170","2014-2015","return true;","","",""
"171","2014-2015","return true;","","",""
"172","2014-2015","return true;","","",""
"173","2014-2015","return true;","","",""
"174","2014-2015","return true;","","",""
"175","2014-2015","return true;","","",""
"176","2014-2015","return true;","","",""
"177","2014-2015","return true;","","",""
"178","2014-2015","return true;","","",""
"179","2014-2015","return true;","","",""
"180","2014-2015","return true;","","",""
"181","2014-2015","return true;","","",""
"182","2014-2015","return true;","","",""
"183","2014-2015","return true;","","",""
"184","2014-2015","return true;","","",""
"185","2014-2015","return true;","","",""
"186","2014-2015","return true;","","",""
"187","2014-2015","return true;","","",""
"188","2014-2015","return true;","","",""
"189","2014-2015","return true;","","",""
"190","2014-2015","return true;","","",""
"191","2014-2015","return true;","","",""
"192","2014-2015","return true;","","",""
"193","2014-2015","return true;","","",""
"194","2014-2015","return true;","","",""
"195","2014-2015","return true;","","",""
"196","2014-2015","return true;","","",""
"197","2014-2015","return true;","","",""
"198","2014-2015","return true;","","",""
"199","2014-2015","return true;","","",""
"200","2014-2015","return true;","","",""
"201","2014-2015","return true;","","",""
"202","2014-2015","return true;","","",""
"203","2014-2015","return true;","","",""
"204","2014-2015","return true;","","",""
"205","2014-2015","return true;","","",""
"206","2014-2015","return true;","","",""
"207","2014-2015","return true;","","",""
"208","2014-2015","return true;","","",""
"209","2014-2015","return true;","","",""
"210","2014-2015","return true;","","",""
"211","2014-2015","return true;","","",""
"212","2014-2015","return true;","","",""
"213","2014-2015","return true;","","",""
"214","2014-2015","return true;","","",""
"215","2014-2015","return true;","","",""
"216","2014-2015","return true;","","",""
"217","2014-2015","return true;","","",""
"218","2014-2015","return true;","","",""
"219","2014-2015","return true;","","",""
"220","2014-2015","return true;","","",""
"221","2014-2015","return true;","","",""
"222","2014-2015","return true;","","",""
"223","2014-2015","return true;","","",""
"224","2014-2015","return true;","","",""
"225","2014-2015","return true;","","",""
"226","2014-2015","return true;","","",""
"227","2014-2015","return true;","","",""
"228","2014-2015","return true;","","",""
"229","2014-2015","return true;","","",""
"230","2014-2015","return true;","","",""
"231","2014-2015","return true;","","",""
"232","2014-2015","return true;","","",""
"233","2014-2015","return true;","","",""
"234","2014-2015","return true;","","",""
"235","2014-2015","return true;","","",""
"236","2014-2015","return true;","","",""
"237","2014-2015","return true;","","",""
"238","2014-2015","return true;","","",""
"239","2014-2015","return true;","","",""
"240","2014-2015","return true;","","",""
"241","2014-2015","return true;","","",""
"242","2014-2015","return true;","","",""
"243","2014-2015","return true;","","",""
"244","2014-2015","return true;","","",""
"245","2014-2015","return true;","","",""
"246","2014-2015","return true;","","",""
"247","2014-2015","return true;","","",""
"248","2014-2015","return true;","","",""
"249","2014-2015","return true;","","",""
"250","2014-2015","return true;","","",""
"251","2014-2015","return true;","","",""
"252","2014-2015","return true;","","",""
"253","2014-2015","return true;","","",""
"254","2014-2015","return true;","","",""
"255","2014-2015","return true;","","",""
"256","2014-2015","return true;","","",""
"257","2014-2015","return true;","","",""
"258","2014-2015","return true;","","",""
"259","2014-2015","return true;","","",""
"260","2014-2015","return true;","","",""
"261","2014-2015","return true;","","",""
"262","2014-2015","return true;","","",""
"263","2014-2015","return true;","","",""
"264","2014-2015","return true;","","",""
"265","2014-2015","return true;","","",""
"266","2014-2015","return true;","","",""
"267","2014-2015","return true;","","",""
"272","2014-2015","return true;","","",""
"273","2014-2015","return true;","","",""
"274","2014-2015","return true;","","",""
"275","2014-2015","return true;","","",""
"276","2014-2015","return true;","","",""
"277","2014-2015","return true;","","",""
"278","2014-2015","return true;","","",""
"279","2014-2015","return true;","","",""
"280","2014-2015","return true;","","",""
"281","2014-2015","return true;","","",""
"282","2014-2015","return true;","","",""
"283","2014-2015","return true;","","",""
"284","2014-2015","return true;","","",""
"285","2014-2015","return true;","","",""
"286","2014-2015","return true;","","",""
"287","2014-2015","return true;","","",""
"288","2014-2015","return true;","","",""
"289","2014-2015","return true;","","",""
"290","2014-2015","return true;","","",""
"291","2014-2015","return true;","","",""
"292","2014-2015","return true;","","",""
"293","2014-2015","return true;","","",""
"294","2014-2015","return true;","","",""
"295","2014-2015","return true;","","",""
"296","2014-2015","return true;","","",""
"297","2014-2015","return true;","","",""
"298","2014-2015","return true;","","",""
"299","2014-2015","return true;","","",""
"300","2014-2015","return true;","","",""
"301","2014-2015","return true;","","",""
"302","2014-2015","return true;","","",""
"303","2014-2015","return true;","","",""
"304","2014-2015","return true;","","",""
"305","2014-2015","return true;","","",""
"306","2014-2015","return true;","","",""
"307","2014-2015","return true;","","",""
"308","2014-2015","return true;","","",""
"309","2014-2015","return true;","","",""
"310","2014-2015","return true;","","",""
"311","2014-2015","return true;","","",""
"312","2014-2015","return true;","","",""
"313","2014-2015","return true;","","",""
"314","2014-2015","return true;","","",""
"315","2014-2015","return true;","","",""
"316","2014-2015","return true;","","",""
"317","2014-2015","return true;","","",""
"318","2014-2015","return true;","","",""
"319","2014-2015","return true;","","",""
"320","2014-2015","return true;","","",""
"321","2014-2015","return true;","","",""
"322","2014-2015","return true;","","",""
"323","2014-2015","return true;","","",""
"324","2014-2015","return true;","","",""
"325","2014-2015","return true;","","",""
"326","2014-2015","return true;","","",""
"327","2014-2015","return true;","","",""
"328","2014-2015","return true;","","",""
"329","2014-2015","return true;","","",""
"330","2014-2015","return true;","","",""
"331","2014-2015","return true;","","",""
"332","2014-2015","return true;","","",""
"333","2014-2015","return true;","","",""
"334","2014-2015","return true;","","",""
"335","2014-2015","return true;","","",""
"336","2014-2015","return true;","","",""
"337","2014-2015","return true;","","",""
"338","2014-2015","return true;","","",""
"339","2014-2015","return true;","","",""
"340","2014-2015","return true;","","",""
"341","2014-2015","return true;","","",""
"342","2014-2015","return true;","","",""
"343","2014-2015","return true;","","",""
"344","2014-2015","return true;","","",""
"345","2014-2015","return true;","","",""
"346","2014-2015","return true;","","",""
"347","2014-2015","return true;","","",""
"348","2014-2015","return true;","","",""
"349","2014-2015","return true;","","",""
"350","2014-2015","return true;","","",""
"351","2014-2015","return true;","","",""
"352","2014-2015","return true;","","",""
"353","2014-2015","return true;","","",""
"354","2014-2015","return true;","","",""
"355","2014-2015","return true;","","",""
"356","2014-2015","return true;","","",""
"357","2014-2015","return true;","","",""
"359","2014-2015","return true;","","",""
"360","2014-2015","return true;","","",""
"361","2014-2015","return true;","","",""
"362","2014-2015","return true;","","",""
"363","2014-2015","return true;","","",""
"364","2014-2015","return true;","","",""
"365","2014-2015","return true;","","",""
"366","2014-2015","return true;","","",""
"367","2014-2015","return true;","","",""
"368","2014-2015","return true;","","",""
"369","2014-2015","return true;","","",""
"370","2014-2015","return true;","","",""
"371","2014-2015","return true;","","",""
"372","2014-2015","return true;","","",""
"373","2014-2015","return true;","","",""
"374","2014-2015","return true;","","",""
"375","2014-2015","return true;","","",""
"376","2014-2015","return true;","","",""
"377","2014-2015","return true;","","",""
"378","2014-2015","return true;","","",""
"379","2014-2015","return true;","","",""
"380","2014-2015","return true;","","",""
"381","2014-2015","return true;","","",""
"382","2014-2015","return true;","","",""
"383","2014-2015","return true;","","",""
"384","2014-2015","return true;","","",""
"385","2014-2015","return true;","","",""
"386","2014-2015","return true;","","",""
"387","2014-2015","return true;","","",""
"388","2014-2015","return true;","","",""
"389","2014-2015","return true;","","",""
"390","2014-2015","return true;","","",""
"391","2014-2015","return true;","","",""
"001","2015-2016","return true;","","",""
"002","2015-2016","return true;","","",""
"003","2015-2016","return true;","","",""
"004","2015-2016","return true;","","",""
"005","2015-2016","return true;","","",""
"006","2015-2016","return true;","","",""
"007","2015-2016","return true;","","",""
"008","2015-2016","return true;","","",""
"009","2015-2016","return true;","","",""
"010","2015-2016","return true;","","",""
"011","2015-2016","return true;","","",""
"012","2015-2016","return true;","","",""
"013","2015-2016","return true;","","",""
"014","2015-2016","return true;","","",""
"015","2015-2016","return true;","","",""
"016","2015-2016","return true;","","",""
"017","2015-2016","return true;","","",""
"018","2015-2016","return true;","","",""
"019","2015-2016","return true;","","",""
"020","2015-2016","return true;","","",""
"021","2015-2016","return true;","","",""
"022","2015-2016","return true;","","",""
"024","2015-2016","return true;","","",""
"025","2015-2016","return true;","","",""
"026","2015-2016","return true;","","",""
"027","2015-2016","return true;","","",""
"028","2015-2016","return true;","","",""
"029","2015-2016","return true;","","",""
"030","2015-2016","return true;","","",""
"031","2015-2016","return true;","","",""
"032","2015-2016","return true;","","",""
"033","2015-2016","return true;","","",""
"034","2015-2016","return true;","","",""
"035","2015-2016","return true;","","",""
"036","2015-2016","return true;","","",""
"037","2015-2016","return true;","","",""
"038","2015-2016","return true;","","",""
"039","2015-2016","return true;","","",""
"040","2015-2016","return true;","","",""
"041","2015-2016","return true;","","",""
"042","2015-2016","return true;","","",""
"043","2015-2016","return true;","","",""
"044","2015-2016","return true;","","",""
"045","2015-2016","return true;","","",""
"046","2015-2016","return true;","","",""
"047","2015-2016","return true;","","",""
"048","2015-2016","return true;","","",""
"049","2015-2016","return true;","","",""
"050","2015-2016","return true;","","",""
"051","2015-2016","return true;","","",""
"052","2015-2016","return true;","","",""
"053","2015-2016","return true;","","",""
"054","2015-2016","return true;","","",""
"055","2015-2016","return true;","","",""
"056","2015-2016","return true;","","",""
"057","2015-2016","return true;","","",""
"058","2015-2016","return true;","","",""
"059","2015-2016","return true;","","",""
"060","2015-2016","return true;","","",""
"061","2015-2016","return true;","","",""
"062","2015-2016","return true;","","",""
"063","2015-2016","return true;","","",""
"064","2015-2016","return true;","","",""
"065","2015-2016","return true;","","",""
"066","2015-2016","return true;","","",""
"067","2015-2016","return true;","","",""
"068","2015-2016","return true;","","",""
"069","2015-2016","return true;","","",""
"070","2015-2016","return true;","","",""
"071","2015-2016","return true;","","",""
"072","2015-2016","return true;","","",""
"073","2015-2016","return true;","","",""
"074","2015-2016","return true;","","",""
"075","2015-2016","return true;","","",""
"076","2015-2016","return true;","","",""
"077","2015-2016","return true;","","",""
"078","2015-2016","return true;","","",""
"079","2015-2016","return true;","","",""
"080","2015-2016","return true;","","",""
"081","2015-2016","return true;","","",""
"082","2015-2016","return true;","","",""
"083","2015-2016","return true;","","",""
"084","2015-2016","return true;","","",""
"085","2015-2016","return true;","","",""
"086","2015-2016","return true;","","",""
"087","2015-2016","return true;","","",""
"088","2015-2016","return true;","","",""
"089","2015-2016","return true;","","",""
"090","2015-2016","return true;","","",""
"091","2015-2016","return true;","","",""
"092","2015-2016","return true;","","",""
"093","2015-2016","return true;","","",""
"094","2015-2016","return true;","","",""
"095","2015-2016","return true;","","",""
"096","2015-2016","return true;","","",""
"097","2015-2016","return true;","","",""
"098","2015-2016","return true;","","",""
"099","2015-2016","return true;","","",""
"100","2015-2016","return true;","","",""
"101","2015-2016","return true;","","",""
"102","2015-2016","return true;","","",""
"103","2015-2016","return true;","","",""
"104","2015-2016","return true;","","",""
"105","2015-2016","return true;","","",""
"106","2015-2016","return true;","","",""
"107","2015-2016","return true;","","",""
"108","2015-2016","return true;","","",""
"109","2015-2016","return true;","","",""
"110","2015-2016","return true;","","",""
"111","2015-2016","return true;","","",""
"112","2015-2016","return true;","","",""
"113","2015-2016","return true;","","",""
"114","2015-2016","return true;","","",""
"115","2015-2016","return true;","","",""
"116","2015-2016","return true;","","",""
"117","2015-2016","return true;","","",""
"118","2015-2016","return true;","","",""
"119","2015-2016","return true;","","",""
"120","2015-2016","return true;","","",""
"121","2015-2016","return true;","","",""
"122","2015-2016","return true;","","",""
"123","2015-2016","return true;","","",""
"124","2015-2016","return true;","","",""
"125","2015-2016","return true;","","",""
"126","2015-2016","return true;","","",""
"127","2015-2016","return true;","","",""
"128","2015-2016","return true;","","",""
"129","2015-2016","return true;","","",""
"130","2015-2016","return true;","","",""
"131","2015-2016","return true;","","",""
"132","2015-2016","return true;","","",""
"133","2015-2016","return true;","","",""
"134","2015-2016","return true;","","",""
"135","2015-2016","return true;","","",""
"136","2015-2016","return true;","","",""
"137","2015-2016","return true;","","",""
"138","2015-2016","return true;","","",""
"139","2015-2016","return true;","","",""
"140","2015-2016","return true;","","",""
"141","2015-2016","return true;","","",""
"142","2015-2016","return true;","","",""
"143","2015-2016","return true;","","",""
"144","2015-2016","return true;","","",""
"145","2015-2016","return true;","","",""
"146","2015-2016","return true;","","",""
"147","2015-2016","return true;","","",""
"148","2015-2016","return true;","","",""
"149","2015-2016","return true;","","",""
"150","2015-2016","return true;","","",""
"151","2015-2016","return true;","","",""
"152","2015-2016","return true;","","",""
"153","2015-2016","return true;","","",""
"154","2015-2016","return true;","","",""
"155","2015-2016","return true;","","",""
"156","2015-2016","return true;","","",""
"157","2015-2016","return true;","","",""
"158","2015-2016","return true;","","",""
"159","2015-2016","return true;","","",""
"160","2015-2016","return true;","","",""
"161","2015-2016","return true;","","",""
"162","2015-2016","return true;","","",""
"163","2015-2016","return true;","","",""
"164","2015-2016","return true;","","",""
"165","2015-2016","return true;","","",""
"166","2015-2016","return true;","","",""
"168","2015-2016","return true;","","",""
"169","2015-2016","return true;","","",""
"170","2015-2016","return true;","","",""
"171","2015-2016","return true;","","",""
"172","2015-2016","return true;","","",""
"173","2015-2016","return true;","","",""
"174","2015-2016","return true;","","",""
"175","2015-2016","return true;","","",""
"176","2015-2016","return true;","","",""
"177","2015-2016","return true;","","",""
"178","2015-2016","return true;","","",""
"179","2015-2016","return true;","","",""
"180","2015-2016","return true;","","",""
"181","2015-2016","return true;","","",""
"182","2015-2016","return true;","","",""
"183","2015-2016","return true;","","",""
"184","2015-2016","return true;","","",""
"185","2015-2016","return true;","","",""
"186","2015-2016","return true;","","",""
"187","2015-2016","return true;","","",""
"188","2015-2016","return true;","","",""
"189","2015-2016","return true;","","",""
"190","2015-2016","return true;","","",""
"191","2015-2016","return true;","","",""
"192","2015-2016","return true;","","",""
"193","2015-2016","return true;","","",""
"194","2015-2016","return true;","","",""
"195","2015-2016","return true;","","",""
"196","2015-2016","return true;","","",""
"197","2015-2016","return true;","","",""
"198","2015-2016","return true;","","",""
"199","2015-2016","return true;","","",""
"200","2015-2016","return true;","","",""
"201","2015-2016","return true;","","",""
"202","2015-2016","return true;","","",""
"203","2015-2016","return true;","","",""
"204","2015-2016","return true;","","",""
"205","2015-2016","return true;","","",""
"206","2015-2016","return true;","","",""
"207","2015-2016","return true;","","",""
"208","2015-2016","return true;","","",""
"209","2015-2016","return true;","","",""
"210","2015-2016","return true;","","",""
"211","2015-2016","return true;","","",""
"212","2015-2016","return true;","","",""
"213","2015-2016","return true;","","",""
"214","2015-2016","return true;","","",""
"215","2015-2016","return true;","","",""
"216","2015-2016","return true;","","",""
"217","2015-2016","return true;","","",""
"218","2015-2016","return true;","","",""
"219","2015-2016","return true;","","",""
"220","2015-2016","return true;","","",""
"221","2015-2016","return true;","","",""
"222","2015-2016","return true;","","",""
"223","2015-2016","return true;","","",""
"224","2015-2016","return true;","","",""
"225","2015-2016","return true;","","",""
"226","2015-2016","return true;","","",""
"227","2015-2016","return true;","","",""
"228","2015-2016","return true;","","",""
"229","2015-2016","return true;","","",""
"230","2015-2016","return true;","","",""
"231","2015-2016","return true;","","",""
"232","2015-2016","return true;","","",""
"233","2015-2016","return true;","","",""
"234","2015-2016","return true;","","",""
"235","2015-2016","return true;","","",""
"236","2015-2016","return true;","","",""
"237","2015-2016","return true;","","",""
"238","2015-2016","return true;","","",""
"239","2015-2016","return true;","","",""
"245","2015-2016","return true;","","",""
"247","2015-2016","return true;","","",""
"248","2015-2016","return true;","","",""
"251","2015-2016","return true;","","",""
"252","2015-2016","return true;","","",""
"253","2015-2016","return true;","","",""
"254","2015-2016","return true;","","",""
"255","2015-2016","return true;","","",""
"256","2015-2016","return true;","","",""
"257","2015-2016","return true;","","",""
"258","2015-2016","return true;","","",""
"259","2015-2016","return true;","","",""
"260","2015-2016","return true;","","",""
"267","2015-2016","return true;","","",""
"272","2015-2016","return true;","","",""
"273","2015-2016","return true;","","",""
"274","2015-2016","return true;","","",""
"275","2015-2016","return true;","","",""
"276","2015-2016","return true;","","",""
"277","2015-2016","return true;","","",""
"278","2015-2016","return true;","","",""
"279","2015-2016","return true;","","",""
"280","2015-2016","return true;","","",""
"281","2015-2016","return true;","","",""
"282","2015-2016","return true;","","",""
"283","2015-2016","return true;","","",""
"284","2015-2016","return true;","","",""
"285","2015-2016","return true;","","",""
"286","2015-2016","return true;","","",""
"287","2015-2016","return true;","","",""
"288","2015-2016","return true;","","",""
"289","2015-2016","return true;","","",""
"290","2015-2016","return true;","","",""
"291","2015-2016","return true;","","",""
"292","2015-2016","return true;","","",""
"293","2015-2016","return true;","","",""
"294","2015-2016","return true;","","",""
"295","2015-2016","return true;","","",""
"296","2015-2016","return true;","","",""
"297","2015-2016","return true;","","",""
"298","2015-2016","return true;","","",""
"299","2015-2016","return true;","","",""
"300","2015-2016","return true;","","",""
"301","2015-2016","return true;","","",""
"302","2015-2016","return true;","","",""
"303","2015-2016","return true;","","",""
"304","2015-2016","return true;","","",""
"305","2015-2016","return true;","","",""
"306","2015-2016","return true;","","",""
"307","2015-2016","return true;","","",""
"308","2015-2016","return true;","","",""
"309","2015-2016","return true;","","",""
"310","2015-2016","return true;","","",""
"311","2015-2016","return true;","","",""
"312","2015-2016","return true;","","",""
"313","2015-2016","return true;","","",""
"314","2015-2016","return true;","","",""
"315","2015-2016","return true;","","",""
"316","2015-2016","return true;","","",""
"317","2015-2016","return true;","","",""
"318","2015-2016","return true;","","",""
"319","2015-2016","return true;","","",""
"321","2015-2016","return true;","","",""
"322","2015-2016","return true;","","",""
"326","2015-2016","return true;","","",""
"327","2015-2016","return true;","","",""
"328","2015-2016","return true;","","",""
"329","2015-2016","return true;","","",""
"330","2015-2016","return true;","","",""
"331","2015-2016","return true;","","",""
"332","2015-2016","return true;","","",""
"333","2015-2016","return true;","","",""
"334","2015-2016","return true;","","",""
"335","2015-2016","return true;","","",""
"336","2015-2016","return true;","","",""
"337","2015-2016","return true;","","",""
"338","2015-2016","return true;","","",""
"339","2015-2016","return true;","","",""
"340","2015-2016","return true;","","",""
"341","2015-2016","return true;","","",""
"342","2015-2016","return true;","","",""
"343","2015-2016","return true;","","",""
"344","2015-2016","return true;","","",""
"345","2015-2016","return true;","","",""
"346","2015-2016","return true;","","",""
"347","2015-2016","return true;","","",""
"348","2015-2016","return true;","","",""
"349","2015-2016","return true;","","",""
"350","2015-2016","return true;","","",""
"351","2015-2016","return true;","","",""
"352","2015-2016","return true;","","",""
"353","2015-2016","return true;","","",""
"354","2015-2016","return true;","","",""
"355","2015-2016","return true;","","",""
"356","2015-2016","return true;","","",""
"357","2015-2016","return true;","","",""
"359","2015-2016","return true;","","",""
"360","2015-2016","return true;","","",""
"361","2015-2016","return true;","","",""
"362","2015-2016","return true;","","",""
"363","2015-2016","return true;","","",""
"364","2015-2016","return true;","","",""
"365","2015-2016","return true;","","",""
"366","2015-2016","return true;","","",""
"367","2015-2016","return true;","","",""
"368","2015-2016","return true;","","",""
"369","2015-2016","return true;","","",""
"370","2015-2016","return true;","","",""
"371","2015-2016","return true;","","",""
"372","2015-2016","return true;","","",""
"373","2015-2016","return true;","","",""
"374","2015-2016","return true;","","",""
"375","2015-2016","return true;","","",""
"376","2015-2016","return true;","","",""
"377","2015-2016","return true;","","",""
"378","2015-2016","return true;","","",""
"379","2015-2016","return true;","","",""
"380","2015-2016","return true;","","",""
"381","2015-2016","return true;","","",""
"382","2015-2016","return true;","","",""
"383","2015-2016","return true;","","",""
"384","2015-2016","return true;","","",""
"385","2015-2016","return true;","","",""
"386","2015-2016","return true;","","",""
"387","2015-2016","return true;","","",""
"388","2015-2016","return true;","","",""
"389","2015-2016","return true;","","",""
"390","2015-2016","return true;","","",""
"391","2015-2016","return true;","","",""
"392","2015-2016","return true;","","",""
"393","2015-2016","return true;","","",""
"001","2016-2017","return true;","","",""
"002","2016-2017","return true;","","",""
"003","2016-2017","return true;","","",""
"004","2016-2017","return true;","","",""
"005","2016-2017","return true;","","",""
"006","2016-2017","return true;","","",""
"007","2016-2017","return true;","","",""
"008","2016-2017","return true;","","",""
"009","2016-2017","return true;","","",""
"010","2016-2017","return true;","","",""
"011","2016-2017","return true;","","",""
"012","2016-2017","return true;","","",""
"013","2016-2017","return true;","","",""
"014","2016-2017","return true;","","",""
"015","2016-2017","return true;","","",""
"016","2016-2017","return true;","","",""
"017","2016-2017","return true;","","",""
"018","2016-2017","return true;","","",""
"019","2016-2017","return true;","","",""
"020","2016-2017","return true;","","",""
"021","2016-2017","return true;","","",""
"022","2016-2017","return true;","","",""
"024","2016-2017","return true;","","",""
"025","2016-2017","return true;","","",""
"026","2016-2017","return true;","","",""
"027","2016-2017","return true;","","",""
"028","2016-2017","return true;","","",""
"029","2016-2017","return true;","","",""
"030","2016-2017","return true;","","",""
"031","2016-2017","return true;","","",""
"032","2016-2017","return true;","","",""
"033","2016-2017","return true;","","",""
"034","2016-2017","return true;","","",""
"035","2016-2017","return true;","","",""
"036","2016-2017","return true;","","",""
"037","2016-2017","return true;","","",""
"038","2016-2017","return true;","","",""
"039","2016-2017","return true;","","",""
"040","2016-2017","return true;","","",""
"041","2016-2017","return true;","","",""
"042","2016-2017","return true;","","",""
"043","2016-2017","return true;","","",""
"044","2016-2017","return true;","","",""
"045","2016-2017","return true;","","",""
"046","2016-2017","return true;","","",""
"047","2016-2017","return true;","","",""
"048","2016-2017","return true;","","",""
"049","2016-2017","return true;","","",""
"050","2016-2017","return true;","","",""
"051","2016-2017","return true;","","",""
"052","2016-2017","return true;","","",""
"053","2016-2017","return true;","","",""
"054","2016-2017","return true;","","",""
"055","2016-2017","return true;","","",""
"056","2016-2017","return true;","","",""
"057","2016-2017","return true;","","",""
"058","2016-2017","return true;","","",""
"059","2016-2017","return true;","","",""
"060","2016-2017","return true;","","",""
"061","2016-2017","return true;","","",""
"062","2016-2017","return true;","","",""
"063","2016-2017","return true;","","",""
"064","2016-2017","return true;","","",""
"065","2016-2017","return true;","","",""
"066","2016-2017","return true;","","",""
"067","2016-2017","return true;","","",""
