"ISIR_Field_Name","Aid_Year","Auto_Code_Clearing_Logic","Documents_Required","Additional_Notification_Message","Resolution_Required","Flag_Index"
"STUDENTSCOOPERATIVEEDUCATION","2014-2015","return true;","","","false","51"
"STUDENTSEDUCATIONALCREDITS","2014-2015","return true;","","","false","46"
"STUDENTSEX","2014-2015","return true;","","","false","20"
"STUDENTSEXEMPTIONSCLAIMED","2014-2015","return true;","","","false","40"
"STUDENTSGRANTSCHOLARSHIPAID","2014-2015","return true;","","","false","49"
"STUDENTSINCOMEEARNEDFROMWORK","2014-2015","return true;","","","false","41"
"STUDENTSINTERESTINCOME","2014-2015","return true;","","","false","55"
"STUDENTSINVESTMENTNETWORTH","2014-2015","return true;","","","false","44"
"STUDENTSIRADISTRIBUTIONS","2014-2015","return true;","","","false","56"
"STUDENTSIRAPAYMENTS","2014-2015","return true;","","","false","53"
"STUDENTSMILITARYCLERGYALLOWANCES","2014-2015","return true;","","","false","58"
"STUDENTSNEEDBASEDEMPLOYMENT","2014-2015","return true;","","","false","48"
"STUDENTSNUMBERINCOLLEGE","2014-2015","return true;","","","false","125"
"STUDENTSNUMBEROFFAMILYMEMBERS","2014-2015","return true;","","","false","124"
"STUDENTSOTHERNONREPORTEDMONEY","2014-2015","return true;","","","false","61"
"STUDENTSOTHERUNTAXEDINCOME","2014-2015","return true;","","","false","60"
"STUDENTSPENSIONPAYMENTS","2014-2015","return true;","","","false","52"
"STUDENTSPOUSEDISLOCATEDWORKER","2014-2015","return true;","","","false","131"
"STUDENTSSN","2014-2015","return true;","","","false","7"
"STUDENTSTAXRETURNCOMPLETED","2014-2015","return true;","","","false","34"
"STUDENTSTAXRETURNFILINGSTATUS","2014-2015","return true;","","","false","36"
"STUDENTSTYPEOFTAXFORMUSED","2014-2015","return true;","","","false","35"
"STUDENTSUNTAXEDPENSIONS","2014-2015","return true;","","","false","57"
"STUDENTSUPPLEMENTALSECURITYINCOMEBENEFITS","2014-2015","return true;","","","false","126"
"STUDENTSUSINCOMETAXPAID","2014-2015","return true;","","","false","39"
"STUDENTSVETERANSNONEDUCATIONBENEFITS","2014-2015","return true;","","","false","59"
"STUDENTTANFBENEFITS","2014-2015","return true;","","","false","129"
"STUDENTWICBENEFITS","2014-2015","return true;","","","false","130"
"STUNDENTSLEGALRESIDENCEBEFORE","2014-2015","return true;","","","false","18"
"UNACCOMPANIEDYOUTHDETERMINEDBYHUD","2014-2015","return true;","","","false","73"
"UNACCOMPANIEDYOUTHDETERMINEDBYSCHOOLDISTRICTLIAISON","2014-2015","return true;","","","false","72"
"VETERANOFUSARMEDFORCES","2014-2015","return true;","","","false","66"
"WORKINGONAMASTERSORDOCTORATEPROGRAM","2014-2015","return true;","","","false","64"
"ALIENREGISTRATIONNUMBER","2015-2016","return true;","","","false","14"
"AREYOUONACTIVEDUTYINUSARMEDFORCES","2015-2016","return true;","","","false","65"
"ASOFTODAYANEMANCIPATEDMINOR","2015-2016","return true;","","","false","70"
"ASOFTODAYINLEGALGUARDIANSHIP","2015-2016","return true;","","","false","71"
"ATRISKOFHOMELESSNESS","2015-2016","return true;","","","false","74"
"BORNBEFORE","2015-2016","return true;","","","false","62"
"CITIZENSHIPSTATUS","2015-2016","return true;","","","false","13"
"DATEAPPLICATIONCOMPLETED","2015-2016","return true;","","","false","152"
"DATEOFBIRTH","2015-2016","return true;","","","false","8"
"DEGREECERTIFICATE","2015-2016","return true;","","","false","32"
"DEPENDENCYOVERRIDE","2015-2016","return true;","","","false","163"
"DOYOUWANTSELECTIVESERVICETOREGISTERYOU","2015-2016","return true;","","","false","21"
"DRIVERLICENSENUMBER","2015-2016","return true;","","","false","10"
"DRIVERLICENSESTATE","2015-2016","return true;","","","false","11"
"DRUGCONVICTIONAFFECTINGELIGIBILITY","2015-2016","return true;","","","false","22"
"EMAILADDRESS","2015-2016","return true;","","","false","12"
"FAAFEDERALSCHOOLCODE","2015-2016","return true;","","","false","165"
"FEDERALSCHOOLCODE1","2015-2016","return true;","","","false","132"
"FEDERALSCHOOLCODE10","2015-2016","return true;","","","false","150"
"FEDERALSCHOOLCODE10HOUSINGPLANS","2015-2016","return true;","","","false","151"
"FEDERALSCHOOLCODE1HOUSINGPLANS","2015-2016","return true;","","","false","133"
"FEDERALSCHOOLCODE2","2015-2016","return true;","","","false","134"
"FEDERALSCHOOLCODE2HOUSINGPLANS","2015-2016","return true;","","","false","135"
"FEDERALSCHOOLCODE3","2015-2016","return true;","","","false","136"
"FEDERALSCHOOLCODE3HOUSINGPLANS","2015-2016","return true;","","","false","137"
"FEDERALSCHOOLCODE4","2015-2016","return true;","","","false","138"
"FEDERALSCHOOLCODE4HOUSINGPLANS","2015-2016","return true;","","","false","139"
"FEDERALSCHOOLCODE5","2015-2016","return true;","","","false","140"
"FEDERALSCHOOLCODE5HOUSINGPLANS","2015-2016","return true;","","","false","141"
"FEDERALSCHOOLCODE6","2015-2016","return true;","","","false","142"
"FEDERALSCHOOLCODE6HOUSINGPLANS","2015-2016","return true;","","","false","143"
"FEDERALSCHOOLCODE7","2015-2016","return true;","","","false","144"
"FEDERALSCHOOLCODE7HOUSINGPLANS","2015-2016","return true;","","","false","145"
"FEDERALSCHOOLCODE8","2015-2016","return true;","","","false","146"
"FEDERALSCHOOLCODE8HOUSINGPLANS","2015-2016","return true;","","","false","147"
"FEDERALSCHOOLCODE9","2015-2016","return true;","","","false","148"
"FEDERALSCHOOLCODE9HOUSINGPLANS","2015-2016","return true;","","","false","149"
"FIRSTBACHELORSDEGREEBY","2015-2016","return true;","","","false","30"
"GRADELEVELINCOLLEGE","2015-2016","return true;","","","false","31"
"HAVECHILDRENYOUSUPPORT","2015-2016","return true;","","","false","67"
"HAVELEGALDEPENDENTSOTHERTHANCHILDRENORSPOUSE","2015-2016","return true;","","","false","68"
"HIGHSCHOOLCITY","2015-2016","return true;","","","false","27"
"HIGHSCHOOLNAME","2015-2016","return true;","","","false","26"
"HIGHSCHOOLSTATE","2015-2016","return true;","","","false","28"
"HSDIPLOMAOREQUIVALENT","2015-2016","return true;","","","false","25"
"INTERESTEDINWORKSTUDY","2015-2016","return true;","","","false","33"
"ISSTUDENTMARRIED","2015-2016","return true;","","","false","63"
"LEGALSTATERESIDENCE","2015-2016","return true;","","","false","17"
"MAILINGADDRESS","2015-2016","return true;","","","false","3"
"MARITALSTATUSDATE","2015-2016","return true;","","","false","16"
"ORPHANWARDOFCOURTORFOSTERCARE","2015-2016","return true;","","","false","69"
"PARENT1DATEOFBIRTH","2015-2016","return true;","","","false","80"
"PARENT1FIRSTNAMEINITIAL","2015-2016","return true;","","","false","79"
"PARENT1HIGHESTGRADELEVELCOMPLETED","2015-2016","return true;","","","false","23"
"PARENT1INCOMEEARNEDFROMWORK","2015-2016","return true;","","","false","104"
"PARENT1LASTNAME","2015-2016","return true;","","","false","78"
"PARENT1SOCIALSECURITYNUMBER","2015-2016","return true;","","","false","77"
"PARENT2DATEOFBIRTH","2015-2016","return true;","","","false","84"
"PARENT2FIRSTNAMEINITIAL","2015-2016","return true;","","","false","83"
"PARENT2HIGHESTGRADELEVELCOMPLETED","2015-2016","return true;","","","false","24"
"PARENT2INCOMEEARNEDFROMWORK","2015-2016","return true;","","","false","105"
"PARENT2LASTNAME","2015-2016","return true;","","","false","82"
"PARENT2SOCIALSECURITYNUMBER","2015-2016","return true;","","","false","81"
"PARENTDISLOCATEDWORKER","2015-2016","return true;","","","false","100"
"PARENTFOODSTAMPBENEFITS","2015-2016","return true;","","","false","92"
"PARENTFREEORREDUCEDPRICESCHOOLLUNCHBENEFITS","2015-2016","return true;","","","false","93"
"PARENTSADJUSTEDGROSSINCOMEFROMIRSFORM","2015-2016","return true;","","","false","101"
"PARENTSBUSINESSANDORINVESTMENTFARMNETWORTH","2015-2016","return true;","","","false","108"
"PARENTSCASHSAVINGSANDCHECKING","2015-2016","return true;","","","false","106"
"PARENTSCHILDSUPPORTPAID","2015-2016","return true;","","","false","110"
"PARENTSCHILDSUPPORTRECEIVED","2015-2016","return true;","","","false","117"
"PARENTSCOMBATPAY","2015-2016","return true;","","","false","113"
"PARENTSCOOPERATIVEEDUCATION","2015-2016","return true;","","","false","114"
"PARENTSEDUCATIONALCREDITS","2015-2016","return true;","","","false","109"
"PARENTSELIGIBLETOFILE1040AOR1040EZ","2015-2016","return true;","","","false","99"
"PARENTSEMAILADDRESS","2015-2016","return true;","","","false","85"
"PARENTSEXEMPTIONSCLAIMED","2015-2016","return true;","","","false","103"
"PARENTSGRANTSCHOLARSHIPAID","2015-2016","return true;","","","false","112"
"PARENTSINTERESTINCOME","2015-2016","return true;","","","false","118"
"PARENTSINVESTMENTNETWORTH","2015-2016","return true;","","","false","107"
"PARENTSIRADISTRIBUTIONS","2015-2016","return true;","","","false","119"
"PARENTSIRAPAYMENTS","2015-2016","return true;","","","false","116"
"PARENTSLEGALRESIDENCEDATE","2015-2016","return true;","","","false","88"
"PARENTSLEGALRESIDENTSBEFORE","2015-2016","return true;","","","false","87"
"PARENTSMARITALSTATUS","2015-2016","return true;","","","false","75"
"PARENTSMARITALSTATUSDATE","2015-2016","return true;","","","false","76"
"PARENTSMILITARYCLERGYALLOWANCES","2015-2016","return true;","","","false","121"
"PARENTSNEEDBASEDEMPLOYMENT","2015-2016","return true;","","","false","111"
"PARENTSNUMBERINCOLLEGE","2015-2016","return true;","","","false","90"
"PARENTSNUMBEROFFAMILYMEMBERS","2015-2016","return true;","","","false","89"
"PARENTSOTHERUNTAXEDINCOME","2015-2016","return true;","","","false","123"
"PARENTSPENSIONPAYMENTS","2015-2016","return true;","","","false","115"
"PARENTSSTATEOFLEGALRESIDENCE","2015-2016","return true;","","","false","86"
"PARENTSTAXRETURNCOMPLETED","2015-2016","return true;","","","false","96"
"PARENTSTAXRETURNFILINGSTATUS","2015-2016","return true;","","","false","98"
"PARENTSTYPEOFTAXFORMUSED","2015-2016","return true;","","","false","97"
"PARENTSUNTAXEDPENSIONS","2015-2016","return true;","","","false","120"
"PARENTSUPPLEMENTALSECURITYINCOMEBENEFITS","2015-2016","return true;","","","false","91"
"PARENTSUSINCOMETAXPAID","2015-2016","return true;","","","false","102"
"PARENTSVETERANSNONEDUCATIONBENEFITS","2015-2016","return true;","","","false","122"
"PARENTTANFBENEFITS","2015-2016","return true;","","","false","94"
"PARENTWICBENEFITS","2015-2016","return true;","","","false","95"
"PERMANENTCITY","2015-2016","return true;","","","false","4"
"PERMANENTPHONENO","2015-2016","return true;","","","false","9"
"PERMANENTSTATE","2015-2016","return true;","","","false","5"
"PERMANENTZIPCODE","2015-2016","return true;","","","false","6"
"PREPARERSEMPLOYERIDENTIFICATIONNUMBEREIN","2015-2016","return true;","","","false","155"
"PREPARERSSIGNATURE","2015-2016","return true;","","","false","156"
"PREPARERSSOCIALSECURITYNUMBER","2015-2016","return true;","","","false","154"
"PROFESSIONALJUDGMENT","2015-2016","return true;","","","false","164"
"SIGNEDBY","2015-2016","return true;","","","false","153"
"SPOUSESINCOMEEARNEDFROMWORK","2015-2016","return true;","","","false","42"
"STUDENTELIGIBLETOFILE1040AOR1040EZ","2015-2016","return true;","","","false","37"
"STUDENTFIRSTNAME","2015-2016","return true;","","","false","1"
"STUDENTFOODSTAMPBENEFITS","2015-2016","return true;","","","false","127"
"STUDENTFREEORREDUCEDPRICESCHOOLLUNCHBENEFITS","2015-2016","return true;","","","false","128"
"STUDENTLASTNAME","2015-2016","return true;","","","false","0"
"STUDENTLEGALRESDATE","2015-2016","return true;","","","false","19"
"STUDENTMARITALSTATUS","2015-2016","return true;","","","false","15"
"STUDENTMIDDLEINITIAL","2015-2016","return true;","","","false","2"
"STUDENTSADJUSTEDGROSSINCOMEFROMIRSFORM","2015-2016","return true;","","","false","38"
"STUDENTSBUSINESSANDORINVESTMENTFARMNETWORTH","2015-2016","return true;","","","false","45"
"STUDENTSCASHSAVINGSANDCHECKING","2015-2016","return true;","","","false","43"
"STUDENTSCHILDSUPPORTPAID","2015-2016","return true;","","","false","47"
"STUDENTSCHILDSUPPORTRECEIVED","2015-2016","return true;","","","false","54"
"STUDENTSCOMBATPAY","2015-2016","return true;","","","false","50"
"STUDENTSCOOPERATIVEEDUCATION","2015-2016","return true;","","","false","51"
"STUDENTSEDUCATIONALCREDITS","2015-2016","return true;","","","false","46"
"STUDENTSEX","2015-2016","return true;","","","false","20"
"STUDENTSEXEMPTIONSCLAIMED","2015-2016","return true;","","","false","40"
"STUDENTSGRANTSCHOLARSHIPAID","2015-2016","return true;","","","false","49"
"STUDENTSINCOMEEARNEDFROMWORK","2015-2016","return true;","","","false","41"
"STUDENTSINTERESTINCOME","2015-2016","return true;","","","false","55"
"STUDENTSINVESTMENTNETWORTH","2015-2016","return true;","","","false","44"
"STUDENTSIRADISTRIBUTIONS","2015-2016","return true;","","","false","56"
"STUDENTSIRAPAYMENTS","2015-2016","return true;","","","false","53"
"STUDENTSMILITARYCLERGYALLOWANCES","2015-2016","return true;","","","false","58"
"STUDENTSNEEDBASEDEMPLOYMENT","2015-2016","return true;","","","false","48"
"STUDENTSNUMBERINCOLLEGE","2015-2016","return true;","","","false","125"
"STUDENTSNUMBEROFFAMILYMEMBERS","2015-2016","return true;","","","false","124"
"STUDENTSOTHERNONREPORTEDMONEY","2015-2016","return true;","","","false","61"
"STUDENTSOTHERUNTAXEDINCOME","2015-2016","return true;","","","false","60"
"STUDENTSPENSIONPAYMENTS","2015-2016","return true;","","","false","52"
"STUDENTSPOUSEDISLOCATEDWORKER","2015-2016","return true;","","","false","131"
"STUDENTSSN","2015-2016","return true;","","","false","7"
"STUDENTSTAXRETURNCOMPLETED","2015-2016","return true;","","","false","34"
"STUDENTSTAXRETURNFILINGSTATUS","2015-2016","return true;","","","false","36"
"STUDENTSTYPEOFTAXFORMUSED","2015-2016","return true;","","","false","35"
"STUDENTSUNTAXEDPENSIONS","2015-2016","return true;","","","false","57"
"STUDENTSUPPLEMENTALSECURITYINCOMEBENEFITS","2015-2016","return true;","","","false","126"
"STUDENTSUSINCOMETAXPAID","2015-2016","return true;","","","false","39"
"STUDENTSVETERANSNONEDUCATIONBENEFITS","2015-2016","return true;","","","false","59"
"STUDENTTANFBENEFITS","2015-2016","return true;","","","false","129"
"STUDENTWICBENEFITS","2015-2016","return true;","","","false","130"
"STUNDENTSLEGALRESIDENCEBEFORE","2015-2016","return true;","","","false","18"
"UNACCOMPANIEDYOUTHDETERMINEDBYHUD","2015-2016","return true;","","","false","73"
"UNACCOMPANIEDYOUTHDETERMINEDBYSCHOOLDISTRICTLIAISON","2015-2016","return true;","","","false","72"
"VETERANOFUSARMEDFORCES","2015-2016","return true;","","","false","66"
"WORKINGONAMASTERSORDOCTORATEPROGRAM","2015-2016","return true;","","","false","64"
"ALIENREGISTRATIONNUMBER","2016-2017","return true;","","","false","14"
"AREYOUONACTIVEDUTYINUSARMEDFORCES","2016-2017","return true;","","","false","65"
"ASOFTODAYANEMANCIPATEDMINOR","2016-2017","return true;","","","false","70"
"ASOFTODAYINLEGALGUARDIANSHIP","2016-2017","return true;","","","false","71"
"ATRISKOFHOMELESSNESS","2016-2017","return true;","","","false","74"
"BORNBEFORE","2016-2017","return true;","","","false","62"
"CITIZENSHIPSTATUS","2016-2017","return true;","","","false","13"
"DATEAPPLICATIONCOMPLETED","2016-2017","return true;","","","false","152"
"DATEOFBIRTH","2016-2017","return true;","","","false","8"
"DEGREECERTIFICATE","2016-2017","return true;","","","false","32"
"DEPENDENCYOVERRIDE","2016-2017","return true;","","","false","163"
"DOYOUWANTSELECTIVESERVICETOREGISTERYOU","2016-2017","return true;","","","false","21"
"DRIVERLICENSENUMBER","2016-2017","return true;","","","false","10"
"DRIVERLICENSESTATE","2016-2017","return true;","","","false","11"
"DRUGCONVICTIONAFFECTINGELIGIBILITY","2016-2017","return true;","","","false","22"
"EMAILADDRESS","2016-2017","return true;","","","false","12"
"FAAFEDERALSCHOOLCODE","2016-2017","return true;","","","false","165"
"FEDERALSCHOOLCODE1","2016-2017","return true;","","","false","132"
"FEDERALSCHOOLCODE10","2016-2017","return true;","","","false","150"
"FEDERALSCHOOLCODE10HOUSINGPLANS","2016-2017","return true;","","","false","151"
"FEDERALSCHOOLCODE1HOUSINGPLANS","2016-2017","return true;","","","false","133"
"FEDERALSCHOOLCODE2","2016-2017","return true;","","","false","134"
"FEDERALSCHOOLCODE2HOUSINGPLANS","2016-2017","return true;","","","false","135"
"FEDERALSCHOOLCODE3","2016-2017","return true;","","","false","136"
"FEDERALSCHOOLCODE3HOUSINGPLANS","2016-2017","return true;","","","false","137"
"FEDERALSCHOOLCODE4","2016-2017","return true;","","","false","138"
"FEDERALSCHOOLCODE4HOUSINGPLANS","2016-2017","return true;","","","false","139"
"FEDERALSCHOOLCODE5","2016-2017","return true;","","","false","140"
"FEDERALSCHOOLCODE5HOUSINGPLANS","2016-2017","return true;","","","false","141"
"FEDERALSCHOOLCODE6","2016-2017","return true;","","","false","142"
"FEDERALSCHOOLCODE6HOUSINGPLANS","2016-2017","return true;","","","false","143"
"FEDERALSCHOOLCODE7","2016-2017","return true;","","","false","144"
"FEDERALSCHOOLCODE7HOUSINGPLANS","2016-2017","return true;","","","false","145"
"FEDERALSCHOOLCODE8","2016-2017","return true;","","","false","146"
"FEDERALSCHOOLCODE8HOUSINGPLANS","2016-2017","return true;","","","false","147"
"FEDERALSCHOOLCODE9","2016-2017","return true;","","","false","148"
"FEDERALSCHOOLCODE9HOUSINGPLANS","2016-2017","return true;","","","false","149"
"FIRSTBACHELORSDEGREEBY","2016-2017","return true;","","","false","30"
"GRADELEVELINCOLLEGE","2016-2017","return true;","","","false","31"
"HAVECHILDRENYOUSUPPORT","2016-2017","return true;","","","false","67"
"HAVELEGALDEPENDENTSOTHERTHANCHILDRENORSPOUSE","2016-2017","return true;","","","false","68"
"HIGHSCHOOLCITY","2016-2017","return true;","","","false","27"
"HIGHSCHOOLNAME","2016-2017","return true;","","","false","26"
"HIGHSCHOOLSTATE","2016-2017","return true;","","","false","28"
"HSDIPLOMAOREQUIVALENT","2016-2017","return true;","","","false","25"
"INTERESTEDINWORKSTUDY","2016-2017","return true;","","","false","33"
